source,hypothesis,specification,parameter_setting,term,estimate,estimate_percentage_points,std_error,ci_low,ci_high,ci_low_percentage_points,ci_high_percentage_points,z_value,p_value_two_sided,is_behavior_term,reference_category,sample_variant,p_value_holm,significant_raw_0_05,significant_holm_0_05,primary_effect_pp,primary_ci_low_pp,primary_ci_high_pp,primary_p_holm,effect_difference_pp,same_sign_as_primary
NA,H1_session_depth,adjusted,30m_session_boundary,session_depth_6,0.004102774939445842,0.41027749394458424,0.009933372241366886,-0.015366276898663168,0.02357182677755485,-1.5366276898663167,2.357182677755485,0.4130294163708173,0.6795850617203036,True,session depth 1,authoritative_ge5m,1.0,False,False,0.3844374990642839,-1.5713877209368363,2.340262719065404,1.0,0.02583999488030031,True
NA,H1_session_depth,adjusted,30m_session_boundary,session_depth_7,0.000437518127308747,0.0437518127308747,0.011372766293195,-0.021852694211944548,0.022727730466562044,-2.1852694211944548,2.2727730466562046,0.03847068655323903,0.9693124029175078,True,session depth 1,authoritative_ge5m,1.0,False,False,0.033586003939930976,-2.199505881738755,2.266677889618617,1.0,0.010165808790943726,True
NA,H1_session_depth,adjusted,30m_session_boundary,session_depth_8+,0.004422056595383901,0.4422056595383901,0.008424510104916225,-0.012089679797645652,0.020933792988413455,-1.2089679797645652,2.0933792988413455,0.5249037083833938,0.5996501313381444,True,session depth 1,authoritative_ge5m,1.0,False,False,0.4484049343078506,-1.2081454010151969,2.1049552696308984,1.0,-0.006199274769460528,True
NA,H2_post_loss_requeue,adjusted,categorical_requeue_gap,post_loss_gap_5-10m,-0.002725253113822561,-0.2725253113822561,0.006927351230211431,-0.0163026120332962,0.01085210580565108,-1.63026120332962,1.085210580565108,-0.3934047839147003,0.6940205368788968,True,<=5m,authoritative_ge5m,1.0,False,False,-0.27442736139572865,-1.6285811679288749,1.0797264451374173,1.0,0.0019020500134725449,True
NA,H2_post_loss_requeue,adjusted,categorical_requeue_gap,post_loss_gap_10-20m,-0.015858124361327556,-1.5858124361327557,0.008389165729090025,-0.03230058705068171,0.0005843383280265957,-3.2300587050681706,0.05843383280265957,-1.890310058643661,0.05871650431010747,True,<=5m,authoritative_ge5m,0.4110155301707523,False,False,-1.5908239374173194,-3.2340671775207075,0.05241930268606865,0.4315666020773005,0.005011501284563735,True
NA,H2_post_loss_requeue,adjusted,categorical_requeue_gap,post_loss_gap_20-30m,-0.010538582118412389,-1.053858211841239,0.013990138709801252,-0.0379587501283425,0.016881585891517722,-3.79587501283425,1.688158589151772,-0.7532864639168473,0.4512777911017344,True,<=5m,authoritative_ge5m,1.0,False,False,-0.9903578540774737,-3.7355022869616743,1.754786578806727,1.0,-0.06350035776376528,True
NA,H2_post_loss_requeue,adjusted,categorical_requeue_gap,post_loss_gap_30-60m,-0.024062716302547086,-2.4062716302547087,0.012335409884261028,-0.048239675410238096,0.00011424280514392426,-4.823967541023809,0.011424280514392426,-1.9507026137209384,0.05109243227638176,True,<=5m,authoritative_ge5m,0.40873945821105406,False,False,-2.3789140789033287,-4.798182117147269,0.040353959340612075,0.4315666020773005,-0.02735755135137996,True
NA,H2_post_loss_requeue,adjusted,categorical_requeue_gap,post_loss_gap_1-2h,0.002135326151589679,0.2135326151589679,0.012888785065822675,-0.023126228381900475,0.02739688068507983,-2.3126228381900473,2.739688068507983,0.1656731911258219,0.868414144843058,True,<=5m,authoritative_ge5m,1.0,False,False,0.2355946427516165,-2.287619589172741,2.758808874675974,1.0,-0.02206202759264861,True
NA,H2_post_loss_requeue,adjusted,categorical_requeue_gap,post_loss_gap_2-6h,0.0050987805227804064,0.5098780522780406,0.011726944268710515,-0.017885607892600606,0.02808316893816142,-1.7885607892600606,2.808316893816142,0.4347919121935986,0.663713476022484,True,<=5m,authoritative_ge5m,1.0,False,False,0.5475648312335771,-1.7546605719501736,2.849790234417328,1.0,-0.037686778955536515,True
NA,H2_post_loss_requeue,adjusted,categorical_requeue_gap,post_loss_gap_6-24h,0.008966377911157992,0.8966377911157992,0.009781247265937813,-0.010204514453960993,0.02813727027627698,-1.0204514453960993,2.813727027627698,0.9166906497070655,0.3593047671646038,True,<=5m,authoritative_ge5m,1.0,False,False,0.9423418051448849,-0.9789797111896328,2.8636633214794025,1.0,-0.04570401402908564,True
NA,H2_post_loss_requeue,adjusted,categorical_requeue_gap,post_loss_gap_>24h,-0.016915851335923212,-1.691585133592321,0.009884118389625964,-0.036288367398520135,0.002456664726673715,-3.6288367398520136,0.24566647266737152,-1.7114173130177717,0.08700410341027541,True,<=5m,authoritative_ge5m,0.5220246204616524,False,False,-1.6593588195151836,-3.596607472668322,0.2778898336379551,0.5591277647738461,-0.0322263140771375,True
NA,H3_recent_volume,adjusted,6h_window,recent_games_1,-0.015673984320251938,-1.5673984320251937,0.008241951545344411,-0.03182791251145123,0.000479943870947349,-3.182791251145123,0.0479943870947349,-1.901732160644116,0.05720617912899022,True,0 recent ranked games,authoritative_ge5m,0.3432370747739413,False,False,-1.5106098955851965,-3.1274005294335967,0.10618073826320386,0.3839671466439022,-0.05678853643999715,True
NA,H3_recent_volume,adjusted,6h_window,recent_games_2,-0.016043912692191242,-1.6043912692191242,0.008585660240713796,-0.03287149754748778,0.0007836721631052888,-3.2871497547487776,0.07836721631052888,-1.8686871180983724,0.0616663572662887,True,0 recent ranked games,authoritative_ge5m,0.3432370747739413,False,False,-1.5920393000679576,-3.2766896398305603,0.09261103969464488,0.3839671466439022,-0.012351969151166653,True
NA,H3_recent_volume,adjusted,6h_window,recent_games_3,-0.010914054976832352,-1.0914054976832352,0.008817384936753945,-0.028195811890696067,0.00636770193703136,-2.8195811890696065,0.636770193703136,-1.2377881940186997,0.21579460713949292,True,0 recent ranked games,authoritative_ge5m,0.5990702239567701,False,False,-1.079063729680912,-2.810482973944635,0.6523555145828107,0.6781836045532726,-0.012341768002323228,True
NA,H3_recent_volume,adjusted,6h_window,recent_games_4,-0.01249795063622514,-1.249795063622514,0.009028413572815875,-0.030193316076476847,0.0051974148040265684,-3.019331607647685,0.5197414804026569,-1.384290887366511,0.1662694031830115,True,0 recent ranked games,authoritative_ge5m,0.5990702239567701,False,False,-1.2272526223990066,-2.9960463026479913,0.5415410578499783,0.6781836045532726,-0.022542441223507348,True
