champion_a_id,champion_a,champion_b_id,champion_b,games_together,pair_win_rate,appearances_a,win_rate_a,appearances_b,win_rate_b,lift,association,win_surplus_pp,pair
51,Caitlyn,121,Khazix,1666,0.48679471788715484,47481,0.49103852067142645,29200,0.5002054794520548,1.0526459985580388,0.0740203442541808,-0.8827282174585782,Caitlyn + Khazix
91,Talon,412,Thresh,1665,0.5147147147147147,36389,0.5061694468108494,41458,0.5124222104298326,0.9668204435028739,-0.04868011554846287,0.5418886094373687,Talon + Thresh
804,Yunara,897,KSante,1663,0.46181599518941674,49114,0.4805147208535245,24547,0.47341834032672014,1.2083662201714274,0.2730577592609676,-1.5150535400705545,Yunara + KSante
13,Ryze,523,Aphelios,1662,0.48194945848375453,30961,0.48670908562384935,42113,0.5008429701042434,1.11663160296156,0.15915329303340175,-1.1826569380291863,Ryze + Aphelios
157,Yasuo,904,Zaahen,1661,0.50632149307646,48865,0.5000716259081142,44620,0.5074181981174362,0.6673477779755538,-0.5834892992922551,0.25765810636848574,Yasuo + Zaahen
119,Draven,131,Diana,1661,0.49367850692354004,26578,0.50545564000301,51789,0.5078684662766224,1.057109231588416,0.0801244587724615,-1.2983546216276232,Draven + Diana
91,Talon,523,Aphelios,1661,0.5165562913907285,36389,0.5061694468108494,42113,0.5008429701042434,0.9494965400687468,-0.07476535163186852,1.3050082933182106,Talon + Aphelios
81,Ezreal,112,Viktor,1659,0.46473779385171793,46856,0.4734505719651699,30396,0.4889130148703777,1.0204102079290602,0.029149236486353376,-1.6443999566055856,Ezreal + Viktor
21,MissFortune,555,Pyke,1659,0.5135623869801085,56217,0.5084227191063202,28251,0.4989557891756044,0.9150713333713352,-0.1280438834144377,0.9873132839146148,MissFortune + Pyke
18,Tristana,59,JarvanIV,1658,0.5090470446320868,39700,0.5080856423173804,39630,0.5032551097653293,0.9231664279980246,-0.11533733520361349,0.3376668590732046,Tristana + JarvanIV
21,MissFortune,121,Khazix,1658,0.5126658624849216,56217,0.5084227191063202,29200,0.5002054794520548,0.8847978613206506,-0.17658019650486484,0.8351763205734164,MissFortune + Khazix
92,Riven,432,Bard,1654,0.5290205562273277,29927,0.520900858756307,46456,0.5078784225934218,1.0421747911019505,0.05959726332476329,1.463091555246332,Riven + Bard
58,Renekton,131,Diana,1654,0.48851269649334944,26216,0.4843225511138236,51789,0.5078684662766224,1.0671896556762068,0.09381658758625476,-0.7582812201873568,Renekton + Diana
39,Irelia,43,Karma,1653,0.5184513006654567,28934,0.5052187737609732,50106,0.49706621961441744,0.9988141763502295,-0.0017117970443120418,1.7308803977761356,Irelia + Karma
67,Vayne,126,Jayce,1652,0.48668280871670705,38762,0.5048243124709767,53037,0.48963930840733827,0.7039389087740423,-0.5064778646512885,-1.0549001722450435,Vayne + Jayce
134,Syndra,497,Rakan,1652,0.5230024213075061,47966,0.513738898386357,30072,0.5008978451715882,1.0032849152693586,0.004731364151246438,1.5684049528533417,Syndra + Rakan
35,Shaco,202,Jhin,1649,0.5069739235900546,22431,0.5104097008604164,56551,0.494880727131262,1.1387851274497367,0.18749555669771512,0.4328709594215385,Shaco + Jhin
14,Sion,111,Nautilus,1649,0.5124317768344451,29825,0.49243922883487007,51925,0.4958883004333173,0.9327682468064189,-0.10040941757819336,1.8268012200351402,Sion + Nautilus
22,Ashe,59,JarvanIV,1649,0.4954517889630079,38326,0.5065229870062099,39630,0.5032551097653293,0.9510714467852843,-0.07237437099283381,-0.9437259422761635,Ashe + JarvanIV
99,Lux,202,Jhin,1648,0.4799757281553398,24743,0.49052257204057714,56551,0.494880727131262,1.0317503350188555,0.045093906801417616,-1.2725921430579767,Lux + Jhin
234,Viego,904,Zaahen,1648,0.4836165048543689,43775,0.4845231296402056,44620,0.5074181981174362,0.7391141930550795,-0.4361308170829023,-1.2354159024451972,Viego + Zaahen
234,Viego,799,Ambessa,1647,0.48451730418943534,43775,0.4845231296402056,53918,0.4855335880410995,0.6112849808587861,-0.7100829740576855,-0.051105465121720206,Viego + Ambessa
36,DrMundo,111,Nautilus,1646,0.4781287970838396,32220,0.493699565487275,51925,0.4958883004333173,0.8618622224971735,-0.21447083671801323,-1.6665135876456572,DrMundo + Nautilus
81,Ezreal,887,Gwen,1645,0.4729483282674772,46856,0.4734505719651699,29428,0.5025146119342123,1.0450811133473377,0.0636149205669685,-1.5034263682213889,Ezreal + Gwen
21,MissFortune,58,Renekton,1645,0.4735562310030395,56217,0.5084227191063202,26216,0.4843225511138236,0.9777816066495763,-0.03241582826602932,-2.2816404107032398,MissFortune + Renekton
36,DrMundo,81,Ezreal,1644,0.4635036496350365,32220,0.493699565487275,46856,0.4734505719651699,0.9539401356157889,-0.06802936194810105,-2.007141909118598,DrMundo + Ezreal
55,Katarina,126,Jayce,1644,0.4981751824817518,32891,0.5082849411693169,53037,0.48963930840733827,0.8255736828116368,-0.2765311128402115,-0.07869423065757775,Katarina + Jayce
432,Bard,523,Aphelios,1642,0.49573690621193667,46456,0.5078784225934218,42113,0.5008429701042434,0.7352333779203631,-0.44372583170557,-0.8623790136895848,Bard + Aphelios
121,Khazix,432,Bard,1642,0.5164433617539586,29200,0.5002054794520548,46456,0.5078784225934218,1.060372713847954,0.08457145149403818,1.2401410731220253,Khazix + Bard
131,Diana,134,Syndra,1642,0.5213154689403167,51789,0.5078684662766224,47966,0.513738898386357,0.5790448185472394,-0.7882530765633022,1.0511786608827012,Diana + Syndra
37,Sona,202,Jhin,1641,0.5167580743449116,28986,0.5110398123231905,56551,0.494880727131262,0.8769807478850834,-0.1893829229534797,1.3797804617685316,Sona + Jhin
18,Tristana,43,Karma,1640,0.5054878048780488,39700,0.5080856423173804,50106,0.49706621961441744,0.7222269041521143,-0.4694759308125602,0.2911873912149865,Tristana + Karma
8,Vladimir,21,MissFortune,1640,0.5054878048780488,25912,0.4983791293609139,56217,0.5084227191063202,0.9862461082653722,-0.019980392635614047,0.20868806444317434,Vladimir + MissFortune
84,Akali,246,Qiyana,1640,0.5079268292682927,40501,0.4955186291696501,42017,0.5131970392936193,0.8442345398686882,-0.24428423991312173,0.35689950366579737,Akali + Qiyana
266,Aatrox,497,Rakan,1639,0.47895057962172055,42502,0.48522422474236504,30072,0.5008978451715882,1.1233557930685427,0.1678149353963797,-1.4110455335256067,Aatrox + Rakan
89,Leona,245,Ekko,1638,0.5195360195360196,30479,0.5012959742773713,47481,0.5046018407362945,0.9915243446234739,-0.012279899905366386,1.6587112029186613,Leona + Ekko
58,Renekton,202,Jhin,1638,0.5079365079365079,26216,0.4843225511138236,56551,0.494880727131262,0.9678704605903463,-0.04711412421571068,1.8334868813965066,Renekton + Jhin
54,Malphite,246,Qiyana,1638,0.5201465201465202,44701,0.49649895975481534,42017,0.5131970392936193,0.763979443856568,-0.38839427422471656,1.5298520622302858,Malphite + Qiyana
21,MissFortune,39,Irelia,1637,0.5137446548564447,56217,0.5084227191063202,28934,0.5052187737609732,0.8816223505854893,-0.18176729580802192,0.6923908422797997,MissFortune + Irelia
55,Katarina,59,JarvanIV,1633,0.5352112676056338,32891,0.5082849411693169,39630,0.5032551097653293,1.0974761473857253,0.13418958447837342,2.9441242138310675,Katarina + JarvanIV
54,Malphite,103,Ahri,1633,0.48805878750765463,44701,0.49649895975481534,36076,0.5071238496507373,0.8870755783660265,-0.17287106827668755,-1.3752617195121664,Malphite + Ahri
41,Gangplank,517,Sylas,1633,0.5174525413349663,20326,0.507133720358162,70160,0.4948973774230331,1.0031242710747539,0.004500343893787052,1.6436992444368803,Gangplank + Sylas
21,MissFortune,122,Darius,1631,0.510116492949111,56217,0.5084227191063202,25419,0.4979739564892403,0.9998569951916672,-0.00020632708103906168,0.6918155151330763,MissFortune + Darius
41,Gangplank,145,Kaisa,1631,0.4855916615573268,20326,0.507133720358162,75494,0.48803878453916866,0.9311071430404516,-0.1029809057936457,-1.1994590891338475,Gangplank + Kaisa
154,Zac,157,Yasuo,1630,0.5079754601226993,20608,0.5094623447204969,48865,0.5000716259081142,1.41795977541115,0.5038166068806947,0.3208474808393813,Zac + Yasuo
51,Caitlyn,777,Yone,1629,0.45917740945365254,47481,0.49103852067142645,34751,0.47518057034329947,0.8648563454194177,-0.20946757712340885,-2.3932136053710416,Caitlyn + Yone
89,Leona,234,Viego,1628,0.49324324324324326,30479,0.5012959742773713,43775,0.4845231296402056,1.068901255639796,0.09612858404187867,0.03336912844548179,Leona + Viego
55,Katarina,234,Viego,1628,0.4699017199017199,32891,0.5082849411693169,43775,0.4845231296402056,0.9905153802148109,-0.013748718170010815,-2.6502315503041327,Katarina + Viego
50,Swain,238,Zed,1626,0.544280442804428,26278,0.5171245909125505,49101,0.506710657624081,1.1039463075281475,0.14267000567894914,3.2362818536112337,Swain + Zed
235,Senna,517,Sylas,1626,0.496309963099631,21348,0.5033726812816189,70160,0.4948973774230331,0.9510072376125108,-0.07247177417171904,-0.2825066252695019,Senna + Sylas
81,Ezreal,89,Leona,1625,0.49230769230769234,46856,0.4734505719651699,30479,0.5012959742773713,0.9967758234420682,-0.004659018322424191,0.493441918642179,Ezreal + Leona
22,Ashe,103,Ahri,1620,0.5487654320987654,38326,0.5065229870062099,36076,0.5071238496507373,1.0263918535447356,0.037581624938857694,4.194201377029172,Ashe + Ahri
60,Elise,81,Ezreal,1619,0.48795552810376774,27633,0.512611732349003,46856,0.4734505719651699,1.0953770968922085,0.13142762065759164,-0.5075624053318739,Elise + Ezreal
64,LeeSin,157,Yasuo,1618,0.496291718170581,40552,0.5024906293154469,48865,0.5000716259081142,0.7152838036568797,-0.4834123202826274,-0.4989409441199577,LeeSin + Yasuo
55,Katarina,117,Lulu,1618,0.5315203955500618,32891,0.5082849411693169,41724,0.5008388457482504,1.032822185430866,0.0465918957532179,2.6958502091278147,Katarina + Lulu
89,Leona,134,Syndra,1618,0.4901112484548826,30479,0.5012959742773713,47966,0.513738898386357,0.9695146045990283,-0.044665463884955056,-1.7406187876981616,Leona + Syndra
55,Katarina,222,Jinx,1617,0.5071119356833642,32891,0.5082849411693169,42397,0.5093520767978866,1.0157992092487407,0.02261525599847231,-0.17065733002374905,Katarina + Jinx
36,DrMundo,523,Aphelios,1616,0.4944306930693069,32220,0.493699565487275,42113,0.5008429701042434,1.0433011723667471,0.06115568437717836,-0.2840574726452272,DrMundo + Aphelios
42,Corki,432,Bard,1615,0.4904024767801858,27809,0.48656909633571865,46456,0.5078784225934218,1.0951040797665381,0.13106799149526957,-0.6821282684384422,Corki + Bard
134,Syndra,555,Pyke,1615,0.4996904024767802,47966,0.513738898386357,28251,0.4989557891756044,1.044035470401141,0.06217072733167769,-0.665694130420047,Syndra + Pyke
18,Tristana,61,Orianna,1612,0.5148883374689827,39700,0.5080856423173804,38055,0.4959926422283537,0.9347013281519159,-0.0974226509885082,1.2849195196115604,Tristana + Orianna
64,LeeSin,112,Viktor,1609,0.4959602237414543,40552,0.5024906293154469,30396,0.4889130148703777,1.1435032029761887,0.19346040677397716,0.02584016485420726,LeeSin + Viktor
18,Tristana,201,Braum,1609,0.5040397762585457,39700,0.5080856423173804,36005,0.5091515067351756,0.9860814237597143,-0.020221315622611105,-0.45787982677323313,Tristana + Braum
55,Katarina,412,Thresh,1608,0.4962686567164179,32891,0.5082849411693169,41458,0.5124222104298326,1.0330246263913252,0.0468746471837605,-1.4084919083156844,Katarina + Thresh
84,Akali,517,Sylas,1608,0.49502487562189057,40501,0.4955186291696501,70160,0.4948973774230331,0.4957249447252411,-1.0123882382862173,-0.01831276744510557,Akali + Sylas
92,Riven,245,Ekko,1608,0.5335820895522388,29927,0.520900858756307,47481,0.5046018407362945,0.9913181530418443,-0.012579945495182588,2.083073980593808,Riven + Ekko
12,Alistar,61,Orianna,1607,0.5183571873055383,29237,0.5009063857440914,38055,0.4959926422283537,1.265264718685667,0.33943925715739154,1.99076733193157,Alistar + Orianna
34,Anivia,145,Kaisa,1606,0.5161892901618929,19987,0.5208385450542853,75494,0.48803878453916866,0.9323855774751748,-0.10100140645015152,1.1750625365165912,Anivia + Kaisa
22,Ashe,24,Jax,1605,0.5059190031152648,38326,0.5065229870062099,36734,0.4996733271628464,0.9986731533424852,-0.0019155061655041236,0.28208460307367345,Ashe + Jax
55,Katarina,804,Yunara,1604,0.5043640897755611,32891,0.5082849411693169,49114,0.4805147208535245,0.8698253003082055,-0.20120242230251695,0.9964258764140421,Katarina + Yunara
22,Ashe,432,Bard,1604,0.5324189526184538,38326,0.5065229870062099,46456,0.5078784225934218,0.789185525127211,-0.3415635998227237,2.5218247818638018,Ashe + Bard
201,Braum,246,Qiyana,1601,0.5153029356652092,36005,0.5091515067351756,42017,0.5131970392936193,0.9270721427893486,-0.10924648419763526,0.41286626508117985,Braum + Qiyana
55,Katarina,432,Bard,1600,0.520625,32891,0.5082849411693169,46456,0.5078784225934218,0.917299479889419,-0.12453527315594005,1.254331811863063,Katarina + Bard
131,Diana,526,Rell,1599,0.515322076297686,51789,0.5078684662766224,25921,0.49805177269395473,1.0434442298590236,0.06135349320883794,1.2361956812397379,Diana + Rell
37,Sona,157,Yasuo,1598,0.5281602002503129,28986,0.5110398123231905,48865,0.5000716259081142,0.9883269531128295,-0.016939709348384638,2.2604481134660515,Sona + Yasuo
145,Kaisa,164,Camille,1596,0.4924812030075188,75494,0.48803878453916866,17258,0.51141499594391,1.0730996196557396,0.10178401282514163,-0.7245687234020581,Kaisa + Camille
245,Ekko,246,Qiyana,1596,0.5194235588972431,47481,0.5046018407362945,42017,0.5131970392936193,0.7008063762906691,-0.5129121935197961,1.0524118882286215,Ekko + Qiyana
91,Talon,800,Mel,1595,0.4608150470219436,36389,0.5061694468108494,39452,0.4637534218797526,0.9732661015225972,-0.039093787454903564,-2.414638732335744,Talon + Mel
126,Jayce,518,Neeko,1593,0.47332077840552417,53037,0.48963930840733827,21704,0.5015204570586067,1.2122916110119344,0.27773677402318936,-2.225910432744832,Jayce + Neeko
61,Orianna,901,Smolder,1593,0.4764595103578154,38055,0.4959926422283537,45511,0.4903649667113445,0.805745199346133,-0.31160440719690646,-1.6719294112033656,Orianna + Smolder
59,JarvanIV,799,Ambessa,1593,0.5053358443188951,39630,0.5032551097653293,53918,0.4855335880410995,0.6530824066006083,-0.614663050905794,1.0941495415680735,JarvanIV + Ambessa
122,Darius,131,Diana,1593,0.5009416195856874,25419,0.4979739564892403,51789,0.5078684662766224,1.0600585293988936,0.0841439230359997,-0.19795917972439403,Darius + Diana
799,Ambessa,902,Milio,1592,0.47550251256281406,53918,0.4855335880410995,33076,0.4944370540573225,0.781999294279573,-0.3547607893238136,-1.4482808486396936,Ambessa + Milio
20,Nunu,267,Nami,1592,0.5540201005025126,19566,0.5255545333742205,66358,0.5089363754181861,1.0741323126443418,0.10317171682290394,3.6774646106309317,Nunu + Nami
21,MissFortune,31,Chogath,1592,0.5094221105527639,56217,0.5084227191063202,21824,0.4939057917888563,1.136713714665683,0.18486895217360283,0.8257855105175627,MissFortune + Chogath
81,Ezreal,111,Nautilus,1591,0.4732872407291012,46856,0.4734505719651699,51925,0.4958883004333173,0.5728468361130454,-0.8037786423241773,-1.1382195470142353,Ezreal + Nautilus
800,Mel,804,Yunara,1590,0.4446540880503145,39452,0.4637534218797526,49114,0.4805147208535245,0.7188410160023861,-0.47625536565132026,-2.7479983316324064,Mel + Yunara
60,Elise,238,Zed,1590,0.5232704402515723,27633,0.512611732349003,49101,0.506710657624081,1.0265705603005197,0.03783279305499618,1.3609245265030379,Elise + Zed
55,Katarina,904,Zaahen,1590,0.5232704402515723,32891,0.5082849411693169,44620,0.5074181981174362,0.949075005238838,-0.0754059871877606,1.54188706081958,Katarina + Zaahen
13,Ryze,117,Lulu,1590,0.46729559748427674,30961,0.48670908562384935,41724,0.5008388457482504,1.0782172199771825,0.10864785584034067,-2.6478368201773184,Ryze + Lulu
236,Lucian,777,Yone,1590,0.4477987421383648,47458,0.49201399131863965,34751,0.47518057034329947,0.8445598691445644,-0.24372839849599787,-3.579853869260474,Lucian + Yone
18,Tristana,157,Yasuo,1589,0.49968533668974197,39700,0.5080856423173804,48865,0.5000716259081142,0.7175390523575337,-0.4788707416922916,-0.439329742300526,Tristana + Yasuo
15,Sivir,904,Zaahen,1588,0.4993702770780856,33346,0.5105859773286151,44620,0.5074181981174362,0.9349475366102253,-0.09704268260987212,-0.9631810644940064,Sivir + Zaahen
18,Tristana,40,Janna,1588,0.5226700251889169,39700,0.5080856423173804,37879,0.5149819161012699,0.9250634916444468,-0.11237570662375065,1.1136245979591841,Tristana + Janna
114,Fiora,202,Jhin,1588,0.5012594458438288,24772,0.5139673825286614,56551,0.494880727131262,0.993022738259382,-0.010101341888528521,-0.3164608986132911,Fiora + Jhin
517,Sylas,518,Neeko,1587,0.5135475740390675,70160,0.4948973774230331,21704,0.5015204570586067,0.9129723419819519,-0.1313569397051149,1.5338656798247585,Sylas + Neeko
7,Leblanc,202,Jhin,1587,0.48015122873345933,23079,0.4986784522726288,56551,0.494880727131262,1.0651964390878248,0.091119510793231,-1.6628360968486078,Leblanc + Jhin
114,Fiora,131,Diana,1586,0.5176544766708702,24772,0.5139673825286614,51789,0.5078684662766224,1.08296555041341,0.11498735094419153,0.6736552268228335,Fiora + Diana
112,Viktor,236,Lucian,1586,0.4823455233291299,30396,0.4889130148703777,47458,0.49201399131863965,0.963135455179294,-0.05418938220509227,-0.8117979765378813,Viktor + Lucian
267,Nami,897,KSante,1586,0.4609079445145019,66358,0.5089363754181861,24547,0.47341834032672014,0.8529459818726868,-0.22947371811764908,-3.026941335795125,Nami + KSante
517,Sylas,950,Naafiri,1586,0.49558638083228246,70160,0.4948973774230331,25194,0.5015082956259427,0.7860072157051022,-0.34738553811062545,-0.26164556922054216,Sylas + Naafiri
154,Zac,267,Nami,1585,0.510410094637224,20608,0.5094623447204969,66358,0.5089363754181861,1.0153369426921803,0.02195856966102926,0.12107345678824544,Zac + Nami
112,Viktor,234,Viego,1584,0.48926767676767674,30396,0.4889130148703777,43775,0.4845231296402056,1.0428519127189855,0.06053430651133464,0.25496045123851174,Viktor + Viego
222,Jinx,432,Bard,1584,0.47474747474747475,42397,0.5093520767978866,46456,0.5078784225934218,0.7045118338824079,-0.505304154796629,-3.3867774948179443,Jinx + Bard
804,Yunara,887,Gwen,1583,0.4775742261528743,49114,0.4805147208535245,29428,0.5025146119342123,0.9594556772043841,-0.05971193333839865,-1.3940440240994112,Yunara + Gwen
245,Ekko,497,Rakan,1583,0.5167403663929249,47481,0.5046018407362945,30072,0.5008978451715882,0.9712002833644904,-0.04215925236246027,1.3990523438983438,Ekko + Rakan
54,Malphite,55,Katarina,1583,0.5060012634238787,44701,0.49649895975481534,32891,0.5082849411693169,0.9431844970127476,-0.08438808974466656,0.36093129618126607,Malphite + Katarina
91,Talon,117,Lulu,1582,0.5195954487989887,36389,0.5061694468108494,41724,0.5008388457482504,0.9127681486454253,-0.13167964571588697,1.6091302519438688,Talon + Lulu
84,Akali,91,Talon,1582,0.5094816687737042,40501,0.4955186291696501,36389,0.5061694468108494,0.9403308124264025,-0.08875970247381784,0.8637630783454364,Akali + Talon
112,Viktor,432,Bard,1582,0.49304677623261695,30396,0.4889130148703777,46456,0.5078784225934218,0.9814276417825092,-0.027046189589889958,-0.534894249928275,Viktor + Bard
58,Renekton,804,Yunara,1581,0.47185325743200507,26216,0.4843225511138236,49114,0.4805147208535245,1.0756480420478403,0.10520609735981375,-1.0565378551669002,Renekton + Yunara
55,Katarina,67,Vayne,1580,0.520253164556962,32891,0.5082849411693169,38762,0.5048243124709767,1.0856351279544674,0.1185393079860107,1.3698537736815175,Katarina + Vayne
40,Janna,55,Katarina,1579,0.5319822672577581,37879,0.5149819161012699,32891,0.5082849411693169,1.1102393156992654,0.15087068770957102,2.0348838622464727,Janna + Katarina
222,Jinx,777,Yone,1579,0.47055098163394554,42397,0.5093520767978866,34751,0.47518057034329947,0.9388360376173712,-0.09105487350561411,-2.171534193664754,Jinx + Yone
21,MissFortune,76,Nidalee,1579,0.5516149461684611,56217,0.5084227191063202,23774,0.5143013375956927,1.0349568923288535,0.049570678334694064,4.025291781745455,MissFortune + Nidalee
12,Alistar,246,Qiyana,1577,0.5117311350665821,29237,0.5009063857440914,42017,0.5131970392936193,1.1245632844840086,0.16936485065974866,0.4679422547726686,Alistar + Qiyana
14,Sion,51,Caitlyn,1577,0.47305009511731133,29825,0.49243922883487007,47481,0.49103852067142645,0.9755318187627106,-0.03573916513606697,-1.8688779635836927,Sion + Caitlyn
14,Sion,236,Lucian,1576,0.508248730964467,29825,0.49243922883487007,47458,0.49201399131863965,0.9753857000200328,-0.03595527348898992,1.6022120887712155,Sion + Lucian
12,Alistar,18,Tristana,1575,0.49396825396825395,29237,0.5009063857440914,39700,0.5080856423173804,1.1886864139664994,0.2493681695117146,-1.0527760062482017,Alistar + Tristana
267,Nami,516,Ornn,1575,0.5161904761904762,66358,0.5089363754181861,19008,0.4975273569023569,1.0938578858752388,0.1294253152227521,1.295861003020471,Nami + Ornn
41,Gangplank,267,Nami,1574,0.5069885641677255,20326,0.507133720358162,66358,0.5089363754181861,1.0222793167710393,0.03178943684688606,-0.10464837204485766,Gangplank + Nami
18,Tristana,24,Jax,1573,0.4818817546090273,39700,0.5080856423173804,36734,0.4996733271628464,0.9448873822136652,-0.08178570502854617,-2.1997730131086026,Tristana + Jax
18,Tristana,497,Rakan,1573,0.5321042593769867,39700,0.5080856423173804,30072,0.5008978451715882,1.1542129920935347,0.20690947552865208,2.7612515632502443,Tristana + Rakan
163,Taliyah,202,Jhin,1573,0.4818817546090273,24151,0.5012628876651071,56551,0.494880727131262,1.0089354252560507,0.012833840802937485,-1.619005278915725,Taliyah + Jhin
55,Katarina,901,Smolder,1572,0.5050890585241731,32891,0.5082849411693169,45511,0.4903649667113445,0.9199604163077574,-0.12035630809279203,0.5764104583842355,Katarina + Smolder
15,Sivir,234,Viego,1571,0.47231063017186503,33346,0.5105859773286151,43775,0.4845231296402056,0.942792979330333,-0.08498707953541332,-2.5243923312545324,Sivir + Viego
222,Jinx,887,Gwen,1571,0.5194143857415658,42397,0.5093520767978866,29428,0.5025146119342123,1.1030377247750938,0.14148213310086452,1.3481041375516423,Jinx + Gwen
126,Jayce,142,Zoe,1571,0.5079567154678549,53037,0.48963930840733827,23806,0.5157943375619591,1.0899858514203493,0.12430940819653487,0.5239892483206221,Jayce + Zoe
54,Malphite,126,Jayce,1569,0.48119821542383684,44701,0.49649895975481534,53037,0.48963930840733827,0.5797447301800265,-0.7865102939060293,-1.1870918657239937,Malphite + Jayce
60,Elise,804,Yunara,1567,0.5181876196553925,27633,0.512611732349003,49114,0.4805147208535245,1.0114530047846826,0.01642928940766176,2.1624393054128777,Elise + Yunara
16,Soraka,901,Smolder,1566,0.524904214559387,21485,0.5057947405166395,45511,0.4903649667113445,1.4029754669554964,0.48848978157998146,2.6824360945394976,Soraka + Smolder
202,Jhin,897,KSante,1565,0.44792332268370605,56551,0.494880727131262,24547,0.47341834032672014,0.9876104705149656,-0.017985963064482868,-3.6226211045285006,Jhin + KSante
40,Janna,103,Ahri,1564,0.518542199488491,37879,0.5149819161012699,36076,0.5071238496507373,1.002605125936852,0.003753515200151834,0.7489316612487418,Janna + Ahri
22,Ashe,91,Talon,1563,0.5137555982085733,38326,0.5065229870062099,36389,0.5061694468108494,0.9817601888705694,-0.026557429388849398,0.7409381300043649,Ashe + Talon
43,Karma,58,Renekton,1563,0.48048624440179144,50106,0.49706621961441744,26216,0.4843225511138236,1.0423483204316035,0.059837462056580915,-1.0208140962329082,Karma + Renekton
21,MissFortune,53,Blitzcrank,1562,0.5409731113956466,56217,0.5084227191063202,22333,0.4964850221645099,1.0898741527580746,0.12416155731990082,3.851924076023161,MissFortune + Blitzcrank
119,Draven,799,Ambessa,1561,0.5009609224855862,26578,0.50545564000301,53918,0.4855335880410995,0.95423839498351,-0.06757835874550341,0.5466308463531466,Draven + Ambessa
777,Yone,800,Mel,1561,0.45227418321588725,34751,0.47518057034329947,39452,0.4637534218797526,0.9974166818631562,-0.0037317625079692066,-1.7192812895638787,Yone + Mel
14,Sion,432,Bard,1560,0.483974358974359,29825,0.49243922883487007,46456,0.5078784225934218,0.9863076198899181,-0.01989041534936675,-1.6184466739786962,Sion + Bard
202,Jhin,555,Pyke,1560,0.48653846153846153,56551,0.494880727131262,28251,0.4989557891756044,0.8553828518446551,-0.2253578095887763,-1.0379796614971681,Jhin + Pyke
157,Yasuo,800,Mel,1560,0.45,48865,0.5000716259081142,39452,0.4637534218797526,0.7088718430318967,-0.4964032687407581,-3.191252389393334,Yasuo + Mel
202,Jhin,950,Naafiri,1558,0.4961489088575096,56551,0.494880727131262,25194,0.5015082956259427,0.9579439405634813,-0.06198686380846347,-0.20456025210927598,Jhin + Naafiri
84,Akali,902,Milio,1558,0.4820282413350449,40501,0.4955186291696501,33076,0.4944370540573225,1.018823090113059,0.0269035616369141,-1.2949600278441442,Akali + Milio
37,Sona,904,Zaahen,1557,0.5112395632626846,28986,0.5110398123231905,44620,0.5074181981174362,1.054583116416918,0.07667280486796582,0.20105580423712688,Sona + Zaahen
92,Riven,804,Yunara,1556,0.5006426735218509,29927,0.520900858756307,49114,0.4805147208535245,0.9273659768694068,-0.10878929668709186,-0.006511628306482553,Riven + Yunara
201,Braum,266,Aatrox,1555,0.49131832797427655,36005,0.5091515067351756,42502,0.48522422474236504,0.890160392461922,-0.16786278514413702,-0.5869537764493782,Braum + Aatrox
68,Rumble,804,Yunara,1554,0.4980694980694981,21010,0.5139933365064255,49114,0.4805147208535245,1.3192579243848785,0.3997266493915043,0.0815469389523038,Rumble + Yunara
121,Khazix,901,Smolder,1554,0.5212355212355212,29200,0.5002054794520548,45511,0.4903649667113445,1.024381767707521,0.0347534807032099,2.595029815382155,Khazix + Smolder
18,Tristana,60,Elise,1554,0.5353925353925354,39700,0.5080856423173804,27633,0.512611732349003,1.2409164051196044,0.31140593095457103,2.5043848059343676,Tristana + Elise
122,Darius,202,Jhin,1553,0.48293625241468124,25419,0.4979739564892403,56551,0.494880727131262,0.9464174973952096,-0.07945134837370833,-1.3491089395569922,Darius + Jhin
157,Yasuo,902,Milio,1553,0.48100450740502254,48865,0.5000716259081142,33076,0.4944370540573225,0.8417257721990725,-0.2485778040275318,-1.62498325776958,Yasuo + Milio
12,Alistar,238,Zed,1552,0.5012886597938144,29237,0.5009063857440914,49101,0.506710657624081,0.9470624712935077,-0.07846850123938146,-0.25198618902717573,Alistar + Zed
8,Vladimir,111,Nautilus,1551,0.4996776273372018,25912,0.4983791293609139,51925,0.4958883004333173,1.0098210349521204,0.014099634695196412,0.2543912440086227,Vladimir + Nautilus
14,Sion,81,Ezreal,1551,0.4771115409413282,29825,0.49243922883487007,46856,0.4734505719651699,0.9722460554360627,-0.040606618469714736,-0.5833359458691789,Sion + Ezreal
221,Zeri,517,Sylas,1550,0.49612903225806454,18195,0.4894751305303655,70160,0.4948973774230331,1.0636533524597176,0.08902804917414041,0.39427782813652446,Zeri + Sylas
497,Rakan,904,Zaahen,1550,0.5006451612903225,30072,0.5008978451715882,44620,0.5074181981174362,1.01192861024174,0.017107514060745097,-0.35128603541896286,Rakan + Zaahen
29,Twitch,238,Zed,1550,0.5109677419354839,26254,0.4982097966024225,49101,0.506710657624081,1.053309340674667,0.0749291958294194,0.850751482223222,Twitch + Zed
24,Jax,84,Akali,1549,0.5035506778566817,36734,0.4996733271628464,40501,0.4955186291696501,0.9120686013441971,-0.1327857539436969,0.5954699690433496,Jax + Akali
91,Talon,222,Jinx,1549,0.5203357004519045,36389,0.5061694468108494,42397,0.5093520767978866,0.8795412754855039,-0.18517681219754,1.2574938647536449,Talon + Jinx
