champion_id,champion_name,team_position,appearances
904,Zaahen,JUNGLE,6573
904,Zaahen,MIDDLE,1522
904,Zaahen,TOP,36194
904,Zaahen,UTILITY,272
910,Hwei,BOTTOM,3980
910,Hwei,JUNGLE,2
910,Hwei,MIDDLE,16183
910,Hwei,TOP,361
910,Hwei,UNKNOWN,1
910,Hwei,UTILITY,1173
950,Naafiri,BOTTOM,386
950,Naafiri,JUNGLE,11629
950,Naafiri,MIDDLE,10363
950,Naafiri,TOP,2715
950,Naafiri,UTILITY,101
