community,TOP,JUNGLE,MIDDLE,BOTTOM,UTILITY
1,17.812543357773777,31.356177800327238,35.18586477054143,7.897292668770007,7.74812140258755
2,22.704635025432008,13.156432108330247,11.810641021322464,25.49954525549904,26.82874658941624
3,22.428391903271216,20.97614241911949,16.085386548734,20.385729161979572,20.124349966895718
4,18.68168385362152,11.629671620466544,17.910803169531555,28.186013615693412,23.59182774068697
5,0.46866089481051376,0.015552905801233865,0.4468868266887863,49.937269946601695,49.13162942609778
6,0.1560268102406329,0.008790242830458192,0.38896824524777496,33.72816174046808,65.71805296121306
