source,depth_bucket_num,n,wins,mean_kda,median_kda,mean_damage_per_min,mean_cs_per_min,mean_gold_per_min,history_scope,threshold_minutes,session_depth,win_rate,win_rate_ci_low,win_rate_ci_high
NA,2,24350,12760,3.922984588500147,2.5,708.6206150449185,6.015475190737274,411.791212169523,solo420_only,60,2,0.5240246406570842,0.5177484687953106,0.5302932334543459
EU,2,186873,98313,3.877018924333623,2.5,727.3370060226559,6.1363436373569105,420.81280677742166,solo420_only,60,2,0.5260952625579939,0.5238308738809394,0.5283585784014564
KR,1,39654,20891,3.9608398235329663,2.6,684.9299967929458,5.975571898450633,408.4985522193177,solo420_only,60,1,0.526832097644626,0.5219155866371122,0.5317434104671462
KR,7,3535,1899,3.8789115499172797,2.5,700.2995050998802,6.09785294361804,414.7277705538068,solo420_only,60,7,0.5371994342291372,0.5207310965200765,0.553587010990635
KR,8,11394,6109,3.8916987464145296,2.5714285714285716,700.3466374816469,6.0698209833579595,416.26982543034023,solo420_only,60,8+,0.5361593821309462,0.5269919809209003,0.5453024094667038
NA,5,6643,3471,3.9362359600138412,2.5,707.1475670046251,6.079541952108345,415.7923165509727,solo420_only,60,5,0.5225048923679061,0.5104838956179644,0.5344998762761602
EU,3,117241,61942,3.8410900588826515,2.5,731.4228832293014,6.179969214956538,422.7749078409567,solo420_only,60,3,0.5283305328340768,0.5254721918468084,0.5311870173545892
EU,4,78330,41418,3.829873504668311,2.5,736.5358436387927,6.206037088800016,424.79992701510713,solo420_only,60,4,0.528762926081961,0.525265900208439,0.5322571309117539
EU,6,39004,20700,3.853157808723932,2.5,740.2833154524544,6.233295899511183,426.75132356041706,solo420_only,60,6,0.5307147984822069,0.5257593106976536,0.5356642367326593
KR,5,6866,3657,3.8491013945012575,2.5,695.7359797618291,6.00067383001367,411.70726908610277,solo420_only,60,5,0.5326245266530731,0.5208080012138231,0.5444045663083547
NA,1,43694,22853,3.9232516047603054,2.5,703.8696072707689,6.037667990721925,410.96349663430277,solo420_only,60,1,0.523023756122122,0.5183386990770184,0.5277047651498369
NA,7,3407,1806,3.9743881891458743,2.5714285714285716,707.6715876584549,6.141472675609491,416.97764217676973,solo420_only,60,7,0.5300851188729088,0.5133017829081067,0.5468006881316582
NA,8,11505,6056,3.8696130432135383,2.5,705.1352735908732,6.129669854307038,416.0703184100726,solo420_only,60,8+,0.5263798348544111,0.5172488798215622,0.5354931795917923
EU,1,335729,176303,3.8883665640320046,2.5,722.0108143404518,6.090810976298935,418.59846415209296,solo420_only,60,1,0.525134855791427,0.5234454044453426,0.5268237319509251
EU,7,28418,15029,3.8421499680013382,2.5,741.2230598275252,6.25598767594263,427.21706834286726,solo420_only,60,7,0.528854951087339,0.5230478491168885,0.5346542530630892
EU,8,88144,46761,3.830629534954367,2.5,736.6395600001156,6.192101077558319,427.0837374894878,solo420_only,60,8+,0.5305068978035942,0.5272109704690363,0.5338001661736279
KR,2,22571,11792,3.8911970053352105,2.5,686.7330347638755,5.996262201193615,409.19187089754524,solo420_only,60,2,0.5224402994993576,0.5159206773907901,0.5289522844790788
NA,3,14910,7881,3.948387842502532,2.5555555555555554,714.831716097104,6.050983158034319,413.8660568821743,solo420_only,60,3,0.5285714285714286,0.5205525790463499,0.5365755594250492
NA,4,9712,5088,3.942324549759826,2.5,710.5330130212643,6.06157144403348,414.32602433180716,solo420_only,60,4,0.5238879736408567,0.5139477829283688,0.533809274652964
NA,6,4730,2509,4.104148305248756,2.6,719.2566562525714,6.143571009214565,418.54200632204135,solo420_only,60,6,0.5304439746300211,0.5162023548649893,0.5446361845126574
EU,5,58709,31366,3.852111656059328,2.5,739.9571429094653,6.224840996427626,425.92763652819633,solo420_only,90,5,0.5342622085199884,0.5302250965443621,0.5382948370858575
KR,3,14479,7621,3.865249450603535,2.5555555555555554,692.5203932601877,5.997868459221864,410.637461185273,solo420_only,90,3,0.5263485047309897,0.5182097005046694,0.5344733314935369
KR,4,10129,5434,3.903397383555401,2.5555555555555554,698.0906262850755,6.025140840395058,412.5796975441357,solo420_only,90,4,0.5364794155395399,0.526756150988341,0.5461750206877632
KR,6,5258,2765,3.7573020788178932,2.5,699.148700023626,6.0561584146260214,413.28084559573176,solo420_only,90,6,0.5258653480410802,0.5123547310299738,0.5393381985515574
NA,2,23590,12359,3.9182624893650004,2.5,708.9520619684067,6.021527999586984,411.9881407389712,solo420_only,90,2,0.5239084357778719,0.5175318679214543,0.530277218274566
EU,2,179916,94632,3.871719517988533,2.5,726.7937601977518,6.135428367714695,420.5312136915626,solo420_only,90,2,0.5259787901020476,0.523671001781809,0.5282854690787965
KR,1,36378,19217,3.9731046596699917,2.6,682.9720922394829,5.958869809168461,408.0643865182106,solo420_only,90,1,0.5282588377590851,0.5231262823634925,0.5333854256083844
KR,7,3908,2081,3.873164665329521,2.5,700.6764219223172,6.092390387055982,414.5138838469862,solo420_only,90,7,0.5324974411463664,0.5168301235263565,0.5481009332850751
KR,8,13790,7357,3.873021863909177,2.5555555555555554,702.7366818923764,6.105539617186739,416.39259308024356,solo420_only,90,8+,0.533502538071066,0.5251679319952038,0.5418184838454054
NA,5,7117,3693,3.9455309830863343,2.5,705.0172249650975,6.074850651880043,415.03288749894654,solo420_only,90,5,0.5188984122523536,0.5072832967718708,0.5304931375941528
EU,3,117522,62091,3.847627235656433,2.5,730.8344176365998,6.17419456258816,422.5296829525382,solo420_only,90,3,0.5283351202328075,0.5254802008329894,0.5311881873047256
EU,4,81373,43052,3.8451138161085066,2.5,735.5443759593721,6.196213022099109,424.4207923178127,solo420_only,90,4,0.5290698388900495,0.5256389535240613,0.5324979797260949
EU,6,43213,22968,3.857388456787357,2.5,738.8887879804306,6.216075425251559,426.17324839110387,solo420_only,90,6,0.5315067225140583,0.5267992676184315,0.5362085762702667
KR,5,7243,3873,3.8775345789311633,2.5,698.1503188862893,6.024902958733104,412.5442791612514,solo420_only,90,5,0.5347231810023471,0.5232207403445321,0.5461888090237321
NA,7,3814,1997,3.8908086861231697,2.5,704.3174496205764,6.107580033492816,415.0203124428033,solo420_only,90,7,0.5235972732039853,0.5077309670140742,0.5394160928996188
NA,1,40345,21084,3.9191779043080714,2.5,704.2464029662143,6.030836973710845,410.8154208646954,solo420_only,90,1,0.5225926384929979,0.5177167874722215,0.5274641875964312
NA,8,13844,7304,3.9324298946044234,2.5,704.5778520446162,6.120078230224183,416.0408106364382,solo420_only,90,8+,0.527593181161514,0.5192704760195926,0.5359005773371276
EU,1,304790,159953,3.889060567960819,2.5,721.2460907200926,6.084293559698314,418.23528234484104,solo420_only,90,1,0.5247974014895502,0.5230242052634256,0.5265699726492613
EU,7,32425,17100,3.8421139129724953,2.5,740.4910353635148,6.243947191524042,426.86175207697636,solo420_only,90,7,0.5273708558211256,0.5219338496284242,0.532801377414884
EU,8,110411,58477,3.8377160919566156,2.5,737.29028290722,6.202873841158634,426.9939028887185,solo420_only,90,8+,0.5296301998895038,0.5266851509148143,0.532573187126999
KR,2,21928,11460,3.8825055416254703,2.5,686.6542288409377,5.995483072350297,409.1288812166807,solo420_only,90,2,0.5226194819408975,0.5160049979097218,0.5292260421679015
NA,3,14981,7912,3.921243153230338,2.5,715.3237279269614,6.061278957103253,413.75090273041303,solo420_only,90,3,0.5281356384754021,0.5201355415867005,0.536121309866591
NA,4,10074,5318,3.941252034495894,2.5,709.5048778638321,6.047323170011499,413.93413103745905,solo420_only,90,4,0.5278935874528489,0.5181362520349511,0.5376296579861979
NA,6,5186,2757,4.1202112518816385,2.6,719.8311792497263,6.156201644961446,418.4164220043329,solo420_only,90,6,0.5316236020053992,0.5180242105427609,0.5451761786410992
