seed_riot_id,status,distinct_puuids_seen,player_id
Just dodge my Q#NA1,resolved_unique,1,a504350231fa2aafb216a3724e969cc1
FloppyBird12#NA1,unresolved,0,
gnars loincloth#sweat,resolved_unique,1,5e022c50223eca91b38abc356df2dd2c
brohans disciple#chall,resolved_unique,1,705a10020bac7e68baafb084a1b9aff8
New Faces#NA1,resolved_unique,1,3629b868d5aa009f11a7ab6621b92bcf
Sacred#NA0,unresolved,0,
chiublacka#7283,resolved_unique,1,46f4af2ca99950bec2eece1b8f90673b
Khiara#JIARA,resolved_unique,1,58e4c484a8cd5c3fb2a1d777c2328e2c
Yu Nishinoya#7772,resolved_unique,1,427a174aaf615a9cc3bc937da646cb4d
pachiform#1212,resolved_unique,1,a9909592db332cfe3abfe05d9a6b2044
selfish#waw,unresolved,0,
Pundeng#wndks,resolved_unique,1,8c62affe37620741bdbf2577ee63b5af
Syrazyn#NA1,resolved_unique,1,da72d1d04696c2e65708c6459ce40e04
Kaamii#6063,resolved_unique,1,84b089bf111faaae8247de34d5b652f1
AaronTheN00b#NA1,resolved_unique,1,36db4a765b619c09855b6db2ff7fa335
madao#higgs,resolved_unique,1,7ff6e29d1e7f188095bf67430bc5ff84
Lady of the Dawn#6666,resolved_unique,1,1964e177f26bec5b92d62f56558db9cc
冰荔枝枝#圣火喵喵教,unresolved,0,
emoteforbro TTV#NA2,resolved_unique,1,d297c089226b64d0c05fd95891c7fee4
Xinnie the Flu#NA1,resolved_unique,1,ac340e9b03438e83546a68808835baaf
Moo Dank#UWU,resolved_unique,1,35d7a3835898f05f62a2cadb8972ada0
랭가애비되는사람입니다#5096,unresolved,0,
Mowatia#Fizz,unresolved,0,
K E Y#CHAIN,resolved_unique,1,acd55e602f2ad8a5b1c0408f402c88e0
chipmunk fan#chip,unresolved,0,
Randome#007,unresolved,0,
Karina#1Tap,resolved_unique,1,c59995b19e5a2c68035057d06d3486f0
Malueliz#NA1,resolved_unique,1,59984872ff88cab64a0b10e32ac95922
LetHimCookFam#GEGE,resolved_unique,1,0852937c203ff6fc1747c7bb6537cac8
michaelScotch#NA1,unresolved,0,
Raven of Azarath#RAVEN,resolved_unique,1,ace17fd154c2cef630b938c389b0019c
Sumireko#gim,resolved_unique,1,981956505b0c7a47b4d968f59c1506a6
DearDaaddy#NA1,resolved_unique,1,a2aefb961fb351c4851e56d86ad33fcd
Bacon69#NA1,resolved_unique,1,ac20919bc7b9e345677260e21b718154
goojaeh123#NA1,resolved_unique,1,c1fa66c5a0a9400011f4b6c89164869f
ThirdStockIII#NA1,unresolved,0,
Lillifer#OwO,unresolved,0,
Big Ekkonomy#NA1,unresolved,0,
Foxxay#NA1,resolved_unique,1,720fb427f4b48b69f7f4a29b3e6ec3e2
darkchaos44466#NA1,resolved_unique,1,1fd7cdf3b798a36d7f482b5dce9ff7e2
SixteenAndGosu#NA1,resolved_unique,1,8ae61eb6effd354992a4f78c353d5aaf
Ace Horror NA#NA1,unresolved,0,
SunnyField#BSTD,resolved_unique,1,b69e0e2f6d5648238ce59ba26c0a8b0e
MisgenderTaliyah#IsBoy,unresolved,0,
7AM#222,resolved_unique,1,5ad95f0540b917ca132f3e03568a2f5f
ImSoCheeky#NA1,resolved_unique,1,87908f5281dd9cc622fba2a9f8b1986e
Water Bear#0001,resolved_unique,1,64dc6d3d47f1b08b6eb9a6b0fcff76a1
Absolute Zero#chomp,resolved_unique,1,08d8fee30fd3c2ceb2b2d6c41b81f257
Bandersnatch#NA1,unresolved,0,
Wreath#NA1,unresolved,0,
Squeaksz#Juice,resolved_unique,1,3254f798ff0947fc652afda781a7f623
Zhang Mayi#NA1,resolved_unique,1,4b3f09cb89bc70b71860356388781c29
BigHead Argonian#TESMW,resolved_unique,1,1843592c2374b22aca60a3a4d67e487e
Zaignasty#NA1,resolved_unique,1,1ed4cd1acc4579be095ebc6cdb72966e
TruePoo#GAMER,resolved_unique,1,deaef0428ea7896b34f50b0a8b966c29
Keesoferlul#NA1,resolved_unique,1,131c7ad87e2381fc121156e6acddd01b
twink fang#4444,resolved_unique,1,73ec7e888b0c77177e1e82b83dcf4f29
TiltingLullaby#EEEEP,resolved_unique,1,d2af7e38f90083af781ebbfbdeba5330
ThichXaoLon11111#4798,resolved_unique,1,852dd122f55b638e220e9f525608dea7
trynderous#9762,unresolved,0,
Hiquincelah#8145,unresolved,0,
WillumpDafoe#Chomp,unresolved,0,
ultraviolent ray#burn,unresolved,0,
Иiko#1Niko,resolved_unique,1,634bf2700a38278bb877cd6fcd2c36c9
IcyChampsOnly#Oki,unresolved,0,
Brown Yone#Minji,resolved_unique,1,ac2479b8194b70a9c2c925af242bdc64
FootEnjoyer69#Stink,unresolved,0,
Brainbrianbrian#9916,resolved_unique,1,21937988cbe2b50c8a66025d1996f5d2
NovAIgnus#NA1,unresolved,0,
Nah Id Win#2695,resolved_unique,1,5e9bce43d98ca02873b4913ea44f7531
Gefallene Engel#LCFR,resolved_unique,1,07c82371be6256a7de5c20e6f8d42e08
MotherlessDog#NA1,resolved_unique,1,b34ace46f84e442367273b59f4556a73
Lerilhin#NA1,unresolved,0,
ceren#sürtk,unresolved,0,
MilioNukes#BOMBA,unresolved,0,
decisionstim#NA1,resolved_unique,1,02569b9557d5cd4cb694de35a8021941
늙고병듬#대원히어로,unresolved,0,
ML4#NA1,resolved_unique,1,fb6dbdc7dc3e3bebe4e642891193b2f9
gwlohkqoe#NA1,resolved_unique,1,b76102e1bebb1feafd1a6c9ad73a7c7b
9254732183927812#NA1,resolved_unique,1,f1e9fb3e299b64e7ba6766be43dbffbc
Wafflemaker420#NA1,resolved_unique,1,f0d8864c80e0bb0055cbdb4d1d67cefd
Aldo21#NA1,resolved_unique,1,76ef110dd9e0d1288d9e88648cc2f800
NutDestroyer38#999,unresolved,0,
Georcane#NA1,unresolved,0,
ChewingOnPearls#NA2,resolved_unique,1,a87824c2cc2542cb1f68a8930d7dd078
AtLeastItWasHere#2010,unresolved,0,
nILuther#NA1,resolved_unique,1,6d2db4fb1d23e69417d4567c8c6bf346
no colored ppl#hehe,unresolved,0,
Min Gyeoulie#AESPA,resolved_unique,1,7f9c087b5ae7f10acdd0d6125c519877
headconker#6969,unresolved,0,
Attica 1#NA1,unresolved,0,
valorant player#604,unresolved,0,
hatoof gf#NA2,resolved_unique,1,0420a527d726c30edfc2c1e418692afc
Cuckarina#pls,resolved_unique,1,3321bcaa13a51e128c0f08008abfc7b9
kindness is free#nuke,resolved_unique,1,89c6bd1e0b9b49f50961dbeba76f7f4e
Domhwangcha#5190,unresolved,0,
germlol#germ,resolved_unique,1,c97766cb2e925cc89cbb375069183e3a
One Trick Cooki#NA1,unresolved,0,
MarxMenAreMeta#NA1,resolved_unique,1,d733929ee28f2b295b2b3a0ed154bbdb
Teni#LOL,unresolved,0,
SnakeByte#ithri,resolved_unique,1,61fea1730504d67136decd018f922ea6
Sakee#9503,unresolved,0,
moonie#fox,resolved_unique,1,0930c65a73179bbfb3a284fa31312864
sga#num2,resolved_unique,1,fab1bce2f1a5a19c99a877a623b09fd2
Bean#B3ANR,resolved_unique,1,48c14fe33ce4b045442add4a0fc0deea
Xxkillerghost420#NA1,resolved_unique,1,030ac5bb1faa1d8fa94660ed5bd5d1ac
HLimler#NA1,resolved_unique,1,e1d1f04c80c590fb99c87bdc2d6e8667
Kruv#7433,resolved_unique,1,c981e4473f37500027b314b6453fcc68
TatoGames61#NA1,resolved_unique,1,9dc6b84b068e574007c1074c0685bafc
T1 MG#VND,resolved_unique,1,4cab3ed6c1eb16f3e5ede443b095028a
blongis#NA1,resolved_unique,1,33040ee503270808d39846ebfa4d73dc
Swaé#NA1,resolved_unique,1,6af3d565c9325196b8d57f659e2d5f95
Sneaky Wards#NA1,resolved_unique,1,504abd4cf56feea3b5b058dd5acdfc2d
TheShyt#XDD,resolved_unique,1,0bc0c663b66591225840c4f359b6bfd8
Yaveria#Yav,resolved_unique,1,44abb87f787d368cd1637e0418495e11
Nightsnipe#NA1,unresolved,0,
Jesberg8999#NA1,resolved_unique,1,d42e7189f568facfc39d714efbf26d6c
demonkingben#evil,resolved_unique,1,d14a157685a4127e744889b892503c81
Vi fall#NA1,resolved_unique,1,0a74e339953d3c59d3f0babb7598fcb2
BIG OL DIRTY DOG#NA1,resolved_unique,1,00a249e67acca5161e5365891820dc28
Myth Dynasty#Drown,resolved_unique,1,62f14aa2f004606d64015bc2c4c192cf
Nein9Nein9Nein9#NA1,resolved_unique,1,5e31db10ef12d2c1f8cad8e765cca43d
Cheeeeeeeeeesus#Prism,unresolved,0,
CHO R H00KERS#MEOW,resolved_unique,1,2d37377c06ec149412fe20343a2c9f2a
123werewr#NA1,resolved_unique,1,a8b094f503a1e4fec08ffe2fe0e07667
Kudos2U#1202,resolved_unique,1,7d46ac79755a32963ecc3f6bcda95704
Jia13856#NA1,resolved_unique,1,ffafa60aff32b9be63996d841b611cc5
Timkillz1#NA1,resolved_unique,1,92594a48e20782d629bf7511a0ed4c4d
Gokaj#NA1,resolved_unique,1,41df2ea04be1498d5d2974107d25df62
The MidFather#NA1,resolved_unique,1,805453a18cc10b09805b891a076d1536
AkseIandre#NA1,resolved_unique,1,dbff39ad227fd5c780185fb8d455f363
Fuehrer Francium#NA1,resolved_unique,1,30f472deaf478387358df12351c813e0
DoNotWorry#DNW,resolved_unique,1,2896a3a3f73c91de8aec1de833a7a04f
Waffles#DTM,resolved_unique,1,b0cce93a111657ee323438b289ef5a67
pipipipierce#NA1,resolved_unique,1,7e96a3bdc0f480d280e18a17d411f002
Glue#EATER,resolved_unique,1,6c443815565b32da1915782baf4080cd
Bemma#NA1,resolved_unique,1,b278f173e7d04e2f28269d58909f3f00
If you cant hang#TTTD,resolved_unique,1,bf0731d18c4001742da56b665700e5c6
IAmBad123#33935,resolved_unique,1,210407e12e1557b43870c015883a3eeb
Chef d00v#NA1,resolved_unique,1,bd890b257633cc5dc8e25259c939bf82
Froztt#NA1,resolved_unique,1,ce698898a466ba2815857508b909205b
heal kitten#Apple,resolved_unique,1,0c8189554a77c14cc0c2b16ab5454271
ohitsthesun#NA1,unresolved,0,
McDo King size#clop,resolved_unique,1,7a79045957cd2d2de9e8ad4c834e997f
LeoTrickster#Hwei,resolved_unique,1,9cf9e8da995389cde0044a4a85ae6236
DAX18#NA1,resolved_unique,1,7ad823fc3fcfaac6a950711564ce0f82
FauciFauci#NA1,resolved_unique,1,e4ab984faff20c7cad66cdb0177e3b86
CHEETOS305#NA1,resolved_unique,1,b402364db96d5f5175266699118716f8
haitem023#NA1,resolved_unique,1,713890f08d14d5b85fea1007f3ccc113
sour#jnglr,resolved_unique,1,cfe3bf035c21f6938db3120ac9837804
TBNRSparklez#NA1,resolved_unique,1,914d55aafba2884ced760b4b7fec2edd
JG WentWorth#98240,resolved_unique,1,73e5dd8dd3a9ac410b11c243c3bd7455
PlundaDollaSign#6969,resolved_unique,1,ad1e9717639d3b9870178baba19cece1
ArlleaHiillos#勾崖延毕生,unresolved,0,
Aatrox Bot#darkn,resolved_unique,1,a9a96be19bdef3c372c6addabf7f40d7
OmarArmor#NA1,resolved_unique,1,d69b053fcb5ddce11d502fe1266cf46c
AlyssaIp#pot,unresolved,0,
GaelVan#NA1,resolved_unique,1,34b5449e9ae45ff1327286fe4d6386f3
Timema#NA1,unresolved,0,
nueve#zzzZ,resolved_unique,1,5a3f9ed655df13dbed62897bf1102626
SphinctrFlute#NA1,resolved_unique,1,b716bd5a5a7adb833aaef0ec099ced84
HoshiYomi#5227,resolved_unique,1,901d7845acde4c20d59799ab3ccc54cf
Bieeee#NA1,resolved_unique,1,599255e11b9f49044cc0f8719b90083e
cash cash cash#NA1,resolved_unique,1,ae587ec0bf52df6171c1db89827e149c
Babbled#NA1,unresolved,0,
